10 NAT2 00232+2.3.1.5 0.448149231 3.766170637
10 NAT2 00633+2.3.1.5 0.448149231 3.766170637
10 NAT2 00983+2.3.1.5 0.448149231 3.766170637
100 ADA  1.976790566 2.200121759
27032 ATP2C1  3.720514385 3.551897986
27033 ZBTB32  0 0.074341092
27034 ACAD8  3.27501238 2.519451013
27035 NOX1  2.361986271 0.074341092
27036 SIGLEC7  0 0.732578551
27037 TRMT2A  2.401168824 2.679832591
27039 PKD2L2  0 0.074341092
27040 LAT  0 2.328340455
27042 UTP25  3.100225646 2.46191161
27044 SND1  5.110888879 4.525847754
2705 GJB1  3.737488428 4.027177681
2706 GJB2  0.448149231 1.844512708
27063 ANKRD1  4.946323127 0
27065 NSG1  1.137927892 2.165322842
27067 STAU2  2.978515178 3.762592545
27068 PPA2  4.009843239 4.391953196
27068 PPA2 00190+3.6.1.1 4.009843239 4.391953196
27069 GHITM  4.982831652 4.78879839
2707 GJB3  0.132214463 0
27071 DAPP1  0 1.807221716
27072 VPS41  3.588973888 3.652832888
27074 LAMP3  1.378366645 1.287556692
27075 TSPAN13  4.926019396 4.252805852
27076 LYPD3  0 0.208251188
27077 B9D1  1.782947003 1.819807194
27079 RPUSD2  1.873764832 1.388739411
27085 MTBP  1.829386548 1.244031549
27086 FOXP1  4.73070701 4.544880852
27087 B3GAT1  0 0.269031705
27089 UQCRQ  4.540392862 4.880777328
2709 GJB5  0.24897202 0
27090 ST6GALNAC4  1.683049873 2.947526471
27091 CACNG5  0 0
27092 CACNG4  2.33498478 0.326328672
27094 KCNMB3  0 0
27094 KCNMB3 00190+3.6.1.1 0 0
27095 TRAPPC3  3.067875959 3.588821966
27097 TAF5L  2.219038051 2.674526348
27098 CLUL1  0.132214463 0.074341092
271 AMPD2  2.171840548 2.765980216
271 AMPD2 00230+3.5.4.6 2.171840548 2.765980216
2710 GK  0.448149231 2.241983689
2710 GK 00561+2.7.1.30 0.448149231 2.241983689
27101 CACYBP  5.213682371 4.093695298
27102 EIF2AK1  4.775805013 4.819784941
27106 ARRDC2  0.938006738 2.731401649
27107 ZBTB11  2.629232762 2.931196759
27109 DMAC2L  2.122304618 2.313183793
27111 SDCBP2  0.614168056 4.900500029
27113 BBC3  1.342097258 0.963425172
27115 PDE7B  0 2.474987306
2712 GK2 00561+2.7.1.30 0 0
27120 DKKL1  0 0.380519845
27121 DKK4  0 0.074341092
27122 DKK3  4.33150253 3.23423857
27123 DKK2  0 0.380519845
27124 INPP5J  1.479892557 4.119110993
27125 AFF4  3.653250126 4.120364978
27127 SMC1B  2.475208651 0.074341092
27128 CYTH4  0 2.328340455
27129 HSPB7  0 3.468892968
27130 INVS  2.375218443 2.751306992
27131 SNX5  5.350086921 3.945523966
27132 CPNE7  2.669208313 1.174971477
27133 KCNH5  0 0
27134 TJP3  2.388277809 3.990756933
27136 MORC1  0 0
27141 CIDEB  2.307233928 6.234339297
27143 PALD1  1.342097258 1.369305364
27145 FILIP1  0 2.58555793
27146 FAM184B  0 0
27147 DENND2A  0.132214463 1.498022909
27148 STK36  2.413895774 1.970453991
27151 CPAMD8  0 0.694777878
27152 INTU  1.265356278 1.671802733
27153 ZNF777  0.24897202 0.143535956
27154 BRPF3  3.093838887 3.618238466
27156 RSPH14  0.534599975 0.074341092
27158 NDOR1  2.814821177 2.918772063
27159 CHIA  0 0
27159 CHIA 00520+3.2.1.14 0 0
27161 AGO2  2.669208313 2.884864433
27163 NAAA  2.348576658 4.18819105
27164 SALL3  0 0
27165 GLS2  2.608629297 0.480815757
27165 GLS2 00220+3.5.1.2 2.608629297 0.480815757
27165 GLS2 00250+3.5.1.2 2.608629297 0.480815757
27165 GLS2 00471+3.5.1.2 2.608629297 0.480815757
27166 PRELID1  4.740631733 4.90736914
2717 GLA  3.754179156 3.168271836
2717 GLA 00052+3.2.1.22 3.754179156 3.168271836
2717 GLA 00561+3.2.1.22 3.754179156 3.168271836
2717 GLA 00600+3.2.1.22 3.754179156 3.168271836
2717 GLA 00603+3.2.1.22 3.754179156 3.168271836
27173 SLC39A1  3.932589797 3.307486812
27175 TUBG2  2.348576658 1.970453991
27179 IL36A  0 0
27180 SIGLEC9  0 0.655491988
27181 SIGLEC8  0 0.571963007
27183 VPS4A  4.532823656 4.568374029
27185 DISC1  1.629091327 0.963425172
27189 IL17C  0 0
2719 GPC3  5.268313187 2.200121759
27190 IL17B  0 0.269031705
27197 GPR82  0 1.244031549
27198 HCAR1  0.534599975 0.074341092
272 AMPD3  1.57205436 2.033001922
272 AMPD3 00230+3.5.4.6 1.57205436 2.033001922
2720 GLB1  5.342677356 4.093695298
2720 GLB1 00052+3.2.1.23 5.342677356 4.093695298
2720 GLB1 00511+3.2.1.23 5.342677356 4.093695298
2720 GLB1 00531+3.2.1.23 5.342677356 4.093695298
2720 GLB1 00600+3.2.1.23 5.342677356 4.093695298
2720 GLB1 00604+3.2.1.23 5.342677356 4.093695298
27201 GPR78  0 0
27202 C5AR2  0 0.571963007
27229 TUBGCP4  2.639377462 2.428454209
27230 SERP1  5.452687091 5.529923848
27231 NMRK2  0.24897202 0.208251188
27232 GNMT  0 0.143535956
27233 SULT1C4  1.378366645 1.048083542
27235 COQ2  3.405147328 2.849766601
27236 ARFIP1  3.106571872 3.775060253
27237 ARHGEF16  2.521688396 3.612007369
27238 GPKOW  2.388277809 2.679832591
27239 GPR162  0.448149231 0.838095947
27240 SIT1  0 1.596531393
27241 BBS9  1.137927892 1.714387903
27242 TNFRSF21  3.962599593 3.492649441
27243 CHMP2A  4.035156273 4.915889703
27244 SESN1  3.013835948 3.766170637
27245 AHDC1  1.683049873 2.174136756
27246 RNF115  3.667791898 3.386233936
27247 NFU1  4.699041741 3.301820396
27248 ERLEC1  3.898790854 4.023042355
27249 MMADHC  4.743097599 4.34301773
27250 PDCD4  3.860838347 5.889353734
27252 KLHL20  1.60097944 2.780441247
27253 PCDH17  0 0.571963007
27254 CSDC2  0.534599975 0.326328672
27255 CNTN6  0 0.208251188
27257 LSM1  3.565264342 3.508949427
27258 LSM3  3.973292753 3.158482478
27283 TINAG  0.24897202 3.466485983
27284 SULT1B1  0.614168056 5.972154696
27285 TEKT2  0 0
27286 SRPX2  0.820738686 1.794475823
27287 VENTX  0 0
27288 RBMXL2  0 0
27289 RND1  2.015201814 1.174971477
2729 GCLC  3.878534036 3.511256459
2729 GCLC 00270+6.3.2.2 3.878534036 3.511256459
2729 GCLC 00480+6.3.2.2 3.878534036 3.511256459
27290 SPINK4  0.132214463 4.175226168
27291 R3HCC1L  2.426462782 2.84079623
27292 DIMT1  3.428342207 2.400858202
27293 SMPDL3B  2.413895774 3.284625911
27294 DHDH  1.511566348 2.998828328
27295 PDLIM3  0.687869026 4.02027594
27296 TP53TG5  0 0.655491988
27297 CRCP  3.414489938 3.193917743
27299 ADAMDEC1  0 5.799540386
273 AMPH  0 0.732578551
2730 GCLM  2.187821843 3.841813554
27300 ZNF544  1.265356278 1.426509888
27301 APEX2  2.964029989 2.991105021
27302 BMP10  0 0
27303 RBMS3  0.614168056 1.686200232
27304 MOCS3  3.013835948 2.147458478
27306 HPGDS  0 2.780441247
27309 ZNF330  3.236876098 3.34082715
2731 GLDC  1.734245349 0.074341092
2731 GLDC 00260+1.4.4.2 1.734245349 0.074341092
27314 RAB30  3.006870894 3.854972554
27315 PGAP2  3.477552741 3.252313654
27316 RBMX  5.040255166 3.913676928
27319 BHLHE22  0 0.326328672
27324 TOX3  0.534599975 2.506947545
27327 TNRC6A  2.608629297 3.24331695
27328 PCDH11X  0 0.143535956
27329 ANGPTL3  0.353511395 0.074341092
2733 GLE1  2.934414533 2.871846676
27330 RPS6KA6 04150+2.7.11.1 0.534599975 0.655491988
27330 RPS6KA6 04151+2.7.11.1 0.534599975 0.655491988
27330 RPS6KA6 04714+2.7.11.1 0.534599975 0.655491988
27330 RPS6KA6 04926+2.7.11.1 0.534599975 0.655491988
27330 RPS6KA6 05165+2.7.11.1 0.534599975 0.655491988
27332 ZNF638  3.932589797 4.002105253
27333 GOLIM4  2.688612366 4.481432359
27334 P2RY10  0 2.165322842
27335 EIF3K  5.442337392 5.295773808
27336 HTATSF1  3.50340795 2.922930804
27338 UBE2S  4.962274424 2.935304254
27339 PRPF19  5.021788691 3.999280224
2734 GLG1  4.992474235 4.469129462
27340 UTP20  3.32200014 2.043056532
27341 RRP7A  3.034444685 2.25014982
27342 RABGEF1  1.511566348 1.671802733
27343 POLL  2.413895774 2.421626273
27343 POLL 00230+2.7.7.7 2.413895774 2.421626273
27343 POLL 00240+2.7.7.7 2.413895774 2.421626273
27344 PCSK1N  3.337184579 4.21019649
27345 KCNMB4  0.132214463 1.498022909
27346 TMEM97  6.415227648 2.808750672
27347 STK39 04150+2.7.11.1 0.756509028 3.65483106
27347 STK39 04151+2.7.11.1 0.756509028 3.65483106
27347 STK39 04714+2.7.11.1 0.756509028 3.65483106
27347 STK39 04926+2.7.11.1 0.756509028 3.65483106
27347 STK39 05165+2.7.11.1 0.756509028 3.65483106
27348 TOR1B  2.985679842 2.939394947
27349 MCAT  2.971298811 2.455309083
2735 GLI1  0 0.431924683
27350 APOBEC3C  3.395716609 3.021646676
27351 DESI1  4.002122673 4.219319
27352 SGSM3  2.880378407 3.419616783
2736 GLI2  0.132214463 1.329266151
2737 GLI3  0 1.959638129
2738 GLI4  1.60097944 2.258249804
2739 GLO1 00620+4.4.1.5 5.625772672 5.308077123
274 BIN1  4.700327791 3.080066461
2740 GLP1R  0 0.074341092
2741 GLRA1  0 0
2742 GLRA2  0 0
27429 HTRA2  2.487032686 2.305518436
2743 GLRB  0 0.933534465
27430 MAT2B  3.242413993 4.725156845
27433 TOR2A  2.451132707 3.506637062
27434 POLM  1.782947003 3.017879593
27434 POLM 00230+2.7.7.7 1.782947003 3.017879593
27434 POLM 00240+2.7.7.7 1.782947003 3.017879593
27436 EML4  4.318407816 4.308318874
27439 TMEM121B  0.24897202 0.431924683
2744 GLS  4.091053782 4.73197835
2744 GLS 00220+3.5.1.2 4.091053782 4.73197835
2744 GLS 00250+3.5.1.2 4.091053782 4.73197835
2744 GLS 00471+3.5.1.2 4.091053782 4.73197835
27440 HDHD5  3.706724605 3.036574682
27443 CECR2  0 0
27445 PCLO  0.687869026 2.414751395
2745 GLRX  2.744662795 4.426683546
2746 GLUD1  4.779374005 3.674596201
2747 GLUD2  0 0
275 AMT  0 2.217077395
275 AMT 00260+2.1.2.10 0 2.217077395
275 AMT 00670+2.1.2.10 0 2.217077395
2752 GLUL 00220+6.3.1.2 4.364407783 4.189361383
2752 GLUL 00250+6.3.1.2 4.364407783 4.189361383
2752 GLUL 00630+6.3.1.2 4.364407783 4.189361383
2752 GLUL 00910+6.3.1.2 4.364407783 4.189361383
2760 GM2A  4.4877552 4.027177681
2762 GMDS 00051+4.2.1.47 2.639377462 4.684647316
2762 GMDS 00520+4.2.1.47 2.639377462 4.684647316
2764 GMFB  3.830631367 3.95443989
2766 GMPR 00230+1.7.1.7 0.448149231 0.870931311
2767 GNA11  3.486245633 5.77036691
2768 GNA12  3.047951606 2.435235841
2769 GNA15  0 0.838095947
2770 GNAI1  0.132214463 2.101349391
2771 GNAI2  4.157352487 5.063395889
2773 GNAI3  3.696256027 3.996447191
2774 GNAL  2.361986271 1.480618363
2775 GNAO1  0.448149231 2.756222028
2776 GNAQ  0.881090702 3.051283117
2778 GNAS  6.378235035 5.867754425
2779 GNAT1  0 0
2780 GNAT2  0 0
2781 GNAZ  0 1.048083542
2782 GNB1  4.625633831 5.661388582
2783 GNB2  3.734116591 3.782115482
2784 GNB3  0 0.074341092
2785 GNG3  0 1.444873278
2786 GNG4  1.656434496 1.844512708
2787 GNG5  4.889464644 5.331865674
2788 GNG7  0.132214463 2.156430551
279 AMY2A 00500+2.4.1.18 0 0
279 AMY2A 00500+3.2.1.1 0 0
2790 GNG10  3.264263893 2.602853643
2791 GNG11  0 3.442092013
2792 GNGT1  0 0
2793 GNGT2  0 0.870931311
2794 GNL1  3.301388767 2.761113025
2796 GNRH1  0 0
2797 GNRH2  0 0
2798 GNRHR  0 0
2799 GNS 00531+3.1.6.14 4.187850992 4.477932664
28 ABO  0 4.825373429
280 AMY2B  0 0.143535956
280 AMY2B 00500+2.4.1.18 0 0.143535956
280 AMY2B 00500+3.2.1.1 0 0.143535956
2800 GOLGA1  1.936844754 2.642083654
2801 GOLGA2  3.269652578 3.979278349
2802 GOLGA3  2.903895165 3.222004419
2803 GOLGA4  3.390967686 4.258279573
2804 GOLGB1  2.831617782 3.726089325
2805 GOT1 00220+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00250+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00270+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00330+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00350+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00360+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00400+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00401+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00710+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00950+2.6.1.1 3.898790854 4.308318874
2805 GOT1 00960+2.6.1.1 3.898790854 4.308318874
2806 GOT2  5.002024727 3.995027659
2806 GOT2 00220+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00250+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00270+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00330+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00350+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00360+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00400+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00401+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00710+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00950+2.6.1.1 5.002024727 3.995027659
2806 GOT2 00960+2.6.1.1 5.002024727 3.995027659
2810 SFN  3.155941919 4.275596816
2811 GP1BA  0 0.326328672
2812 GP1BB  0.24897202 0.143535956
2813 GP2  0 2.110742862
2814 GP5  0 0
2815 GP9  0 0
2817 GPC1  2.964029989 1.926470418
2819 GPD1  0.132214463 4.470896313
2819 GPD1 00564+1.1.1.8 0.132214463 4.470896313
2819 GPD1 00564+1.1.1.94 0.132214463 4.470896313
2820 GPD2  3.409829543 3.593077675
2820 GPD2 00564+1.1.5.3 3.409829543 3.593077675
2821 GPI  5.616561084 5.692046717
2821 GPI 00010+5.3.1.9 5.616561084 5.692046717
2821 GPI 00030+5.3.1.9 5.616561084 5.692046717
2821 GPI 00500+5.3.1.9 5.616561084 5.692046717
2821 GPI 00520+5.3.1.9 5.616561084 5.692046717
2822 GPLD1 00563+3.1.4.50 1.265356278 0.326328672
28227 PPP2R3B  0 0
2823 GPM6A  0 1.959638129
28231 SLCO4A1  1.60097944 2.053011053
28232 SLCO3A1  0 1.686200232
28234 SLCO1B3  0 0
2824 GPM6B  0.132214463 2.147458478
2825 GPR1  0.353511395 0.143535956
2826 CCR10  0 1.388739411
282618 IFNL1  0 0
282679 AQP11  3.214412643 4.577936177
2827 GPR3  0.820738686 0
2828 GPR4  0 0.074341092
282809 POC1B  1.224658046 1.991740968
282890 ZNF311  0.991857044 0.655491988
2829 XCR1  0 1.100785961
282966 C10orf53  0 0
282969 FUOM  3.689215591 3.814964398
282974 STK32C  1.479892557 1.807221716
282991 BLOC1S2  3.872670198 2.959601107
282996 RBM20  0 0.694777878
2830 GPR6  0 0
283078 MKX  0.132214463 0.269031705
283129 MAJIN  0 0.074341092
283130 SLC25A45  0.353511395 2.35798154
283149 BCL9L  4.059844345 3.404347668
283150 FOXR1  0 0
283152 CCDC153  0.132214463 0
28316 CDH20  0 0.074341092
2832 NPBWR2  0 0
283208 P4HA3  0.132214463 0.431924683
283208 P4HA3 00330+1.14.11.2 0.132214463 0.431924683
283209 PGM2L1 00520+5.4.2.10 2.234288181 1.642370539
283212 KLHL35  3.264263893 0.074341092
283219 KCTD21  1.378366645 1.531948785
283229 CRACR2B  2.122304618 2.9833216
283232 TMEM80  0.614168056 1.892164759
283234 CCDC88B  0.24897202 2.305518436
283237 TTC9C  3.645899165 3.083606818
283248 RCOR2  0.353511395 0.326328672
283254 HARBI1  1.542267634 1.462905526
283284 IGSF22  0 0
283298 OLFML1  0.614168056 1.991740968
2833 CXCR3  0 1.612045753
283310 OTOGL  0 0
283316 CD163L1  0 3.17796629
283337 ZNF740  2.052192052 2.428454209
283349 RASSF3  2.978515178 3.974939682
283358 B4GALNT3  2.249309233 0.480815757
283373 ANKRD52  2.678957404 2.854221791
283375 SLC39A5  3.208717039 5.095572187
283377 SPRYD4  2.487032686 2.813391962
283383 ADGRD1  0.353511395 2.893449735
283385 MORN3  2.438873818 0.480815757
2834 PRLHR  0 0
283417 DPY19L2  0 0.074341092
283420 CLEC9A  0 0
283431 GAS2L3  2.122304618 2.02284519
283450 HECTD4  2.475208651 2.947526471
283455 KSR2  0.353511395 0.326328672
283459 GATC  3.13156154 2.746367678
283461 C12orf40  0 0
283464 GXYLT1  2.888278935 2.002216907
283471 TMPRSS12  0 0
283489 CHAMP1  3.77059587 3.240299971
2835 GPR12  0 0.143535956
283514 SIAH3  0 0.527427501
283518 KCNRG  0 0
283521 TMEM272  0 0
283537 SLC46A3  0.881090702 5.136772989
283554 GPR137C  1.413366475 0.326328672
283576 ZDHHC22  0 0
283578 TMED8  2.413895774 2.543998492
283579 C14orf178  0.132214463 0.269031705
283600 SLC25A47  0 0
283629 TSSK4  0 0
283635 FAM177A1  3.929816443 4.528350972
283638 CEP170B  2.187821843 3.406908766
283643 TEDC1  1.57205436 1.369305364
283652 SLC24A5  0 0.571963007
283659 PRTG  3.887265823 0.694777878
283677 REC114  0 0
283726 SAXO2  0.353511395 0.380519845
283742 FAM98B  4.037652689 3.252313654
283748 PLA2G4D  0 0
283777 FAM169B  0 0
2838 GPR15  0 0.732578551
283807 FBXL22  0 2.32079084
283847 TERB1  0 0
283848 CES4A  0 1.150849339
283849 EXOC3L1  0 0.208251188
283869 NPW  2.814821177 0.870931311
283870 BRICD5  0 0.208251188
283871 PGP  3.027622188 2.043056532
283897 C16orf54  0 2.200121759
283899 INO80E  3.600621136 3.744507486
283927 NUDT7  1.873764832 2.393838546
283933 ZNF843  0.24897202 0.431924683
283948 NHLRC4  0 0
283951 C16orf91  2.510269421 2.217077395
283971 CLEC18C  0 0
283985 FADS6  0.687869026 2.849766601
283987 HID1  2.566103389 3.24331695
283989 TSEN54  2.806315879 1.948704004
283991 UBALD2  4.442224394 5.527778883
283999 TMEM235  0 0
284 ANGPT1  1.413366475 1.937649002
2840 GPR17  0 0
284001 CCDC57  1.782947003 1.844512708
284004 HEXD  2.361986271 2.893449735
284004 HEXD 00511+3.2.1.52 2.361986271 2.893449735
284004 HEXD 00513+3.2.1.52 2.361986271 2.893449735
284004 HEXD 00520+3.2.1.52 2.361986271 2.893449735
284004 HEXD 00531+3.2.1.52 2.361986271 2.893449735
284004 HEXD 00603+3.2.1.52 2.361986271 2.893449735
284004 HEXD 00604+3.2.1.52 2.361986271 2.893449735
284013 VMO1  0 0.431924683
284018 C17orf58  2.033867958 1.768486059
284023 RNF227  0.687869026 1.12613091
284040 CDRT4  0 0
284058 KANSL1  2.171840548 3.161756257
284067 CFAP97D1  0 0
284069 FAM171A2  0.881090702 0.732578551
284071 MEIOC  0 0
284076 TTLL6  0 1.369305364
284083 C17orf47  0 0
284086 NEK8  0.534599975 1.020652778
284098 PIGW  2.726326188 1.369305364
284099 C17orf78  0 5.02509147
2841 GPR18  0 0.804145711
284106 CISD3  2.052192052 3.915216675
284110 GSDMA  0 0.143535956
284111 SLC13A5  0 0
284114 TMEM102  1.137927892 2.101349391
284119 CAVIN1  4.528254479 4.274523229
284129 SLC26A11  2.498718545 2.266284705
284131 ENDOV  1.137927892 2.033001922
284161 GDPD1  0.448149231 2.550042351
284184 NDUFAF8  3.913012831 2.880543982
284186 TMEM105  0.448149231 0.326328672
2842 GPR19  1.413366475 0.326328672
284207 METRNL  1.806436331 3.290390318
284217 LAMA1  0 0.074341092
284252 KCTD1  1.656434496 1.970453991
284254 DYNAP  0 0
284257 BOD1L2  0 0
284266 SIGLEC15  0 1.349486137
284273 ZADH2  1.265356278 3.021646676
284293 HMSD  0 0.208251188
284297 SSC5D  0 2.191534898
2843 GPR20  0.132214463 1.926470418
284307 ZIK1  0 0.61459938
284309 ZNF776  2.203551749 2.550042351
284312 ZSCAN1  0 0.074341092
284323 ZNF780A  1.873764832 2.225448608
284325 C19orf54  2.911612772 2.705949504
284338 PRR19  0.881090702 0.074341092
284339 TMEM145  0.24897202 0.269031705
284340 CXCL17  1.60097944 0
284346 ZNF575  0.24897202 1.266030907
284348 LYPD5  0.132214463 0.208251188
284349 ZNF283  1.806436331 1.807221716
284352 PPP1R37  3.149902323 3.168271836
284358 MAMSTR  0 0.380519845
284361 EMC10  2.249309233 4.647618356
284366 KLK9  0 0
284369 SIGLECL1  0 0
284370 ZNF615  1.656434496 2.182873663
284371 ZNF841  1.806436331 2.297793867
284382 ACTL9  0 0
284390 ZNF763  0.24897202 1.150849339
284391 ZNF844  0.24897202 2.455309083
284403 WDR62  2.780357135 0.571963007
284406 ZFP82  1.708975197 1.308628866
284415 VSTM1  0 0.208251188
284417 TMEM150B  0 1.244031549
284418 FAM71E2  0 0
284422 SMIM24  0.448149231 6.822095177
284427 SLC25A41  0 0
284434 NWD1  0 0.074341092
284439 SLC25A42  0.614168056 2.129269165
284443 ZNF493  1.18223294 2.818011811
284459 HKR1  1.851821849 2.746367678
284485 RIIAD1  1.18223294 0.326328672
284486 THEM5  0 0
2845 GPR22  0 0.143535956
284521 OR2L13  0 0
284525 SLC9C2  0.132214463 0
284541 CYP4A22  0 0
284546 C1orf185  0 0
284565 NBPF15  0.820738686 0.571963007
2846 LPAR4  0 0.143535956
284611 FAM102B  1.042955075 2.78521549
284612 SYPL2  0.132214463 0.769002227
284613 CYB561D1  1.09156854 2.455309083
284615 ANKRD34A  0 0.480815757
284654 RSPO1  0 0.933534465
284656 EPHA10  0.991857044 1.596531393
284680 SPATA46  0 0
284695 ZNF326  3.087411076 3.748150758
284697 BTBD8  0.24897202 1.388739411
2847 MCHR1  0 0.074341092
284716 RIMKLA  2.375218443 0.769002227
284723 SLC25A34  0.132214463 3.324295922
284739 C20orf204  0 0
284759 SIRPB2  0 1.329266151
2848 GPR25  0 0.143535956
284904 SEC14L4  0 0
284948 SH2D6  0 0.074341092
284958 NT5DC4  1.734245349 0
284992 CCDC150  2.361986271 0.480815757
284996 RNF149  4.463621764 3.905942431
285 ANGPT2  0 1.020652778
2850 GPR27  0 0.143535956
285016 ALKAL2  0 1.329266151
285025 CCDC141  2.926871568 1.074781905
285051 STPG4  0 0
285093 RTP5  0 0
285095 AC131097.2  0 0
28511 NKIRAS2  3.536873448 3.249323737
28512 NKIRAS1  2.33498478 2.290009165
285126 DNAJC5G  0 0
28513 CDH19  0 2.474987306
28514 DLL1  1.683049873 2.927072322
285141 ERICH2  0 0
285148 IAH1  3.878534036 3.787374429
285172 FAM126B  2.105231923 3.04762624
285175 UNC80  0 0.208251188
285180 RUFY4  0 0.074341092
285193 DUSP28  0.24897202 0.992448294
285195 SLC9A9  0 2.939394947
2852 GPER1  0.132214463 1.150849339
285203 EOGT  2.698175001 2.614220134
285220 EPHA6  0 0.870931311
285237 C3orf38  2.971298811 2.991105021
285242 HTR3E  0 0.769002227
285267 ZNF619  1.18223294 1.832236244
285268 ZNF621  2.219038051 2.274255561
285282 RABL3  2.463243134 3.040272122
285313 IGSF10  0 0
285315 C3orf33  1.57205436 1.150849339
285331 CCDC66  2.463243134 2.889166297
285335 SLC9C1  0.448149231 0.527427501
285343 TCAIM  2.949331892 3.324295922
285346 ZNF852  1.57205436 2.053011053
285349 ZNF660  0 0.804145711
285362 SUMF1  3.143826028 3.069369559
285367 RPUSD3  3.689215591 2.78521549
285368 PRRT3  0.448149231 0.571963007
285381 DPH3  3.893044942 3.933511047
285382 C3orf70  1.916257086 2.871846676
285386 TPRG1  0 0.694777878
285429 DCAF4L1  0 0
285440 CYP4V2  0 3.899711471
285489 DOK7  0 0
285498 RNF212  0 0.694777878
285513 GPRIN3  0 2.78521549
285521 COX18  2.413895774 2.636572714
285525 YIPF7  0 0
285527 FRYL  2.203551749 3.853337117
285533 RNF175  0 0.074341092
285550 FAM200B  2.934414533 4.004922324
285555 STPG2  0 0.963425172
285590 SH3PXD2B  1.851821849 2.674526348
285598 ARL10  0.534599975 0.527427501
2856 GPR33  0 0
285600 KIAA0825  0.938006738 1.880462931
285601 GPR150  0 0.208251188
285605 DTWD2  1.996180607 2.421626273
285613 RELL2  1.60097944 1.198525417
285636 C5orf51  3.100225646 3.036574682
285641 SLC36A3  0 0
285671 RNF180  0 2.200121759
285672 SREK1IP1  3.815178667 3.51355818
285676 ZNF454  0 0.838095947
2857 GPR34  0 3.010302585
285704 RGMB  1.851821849 3.46407319
285753 CEP57L1  1.224658046 1.444873278
285755 PPIL6  0.448149231 0.870931311
285761 DCBLD1  3.532750997 2.435235841
285782 CAGE1  0.132214463 0
285800 PRR18  0 0.143535956
285848 PNPLA1  0 0
285852 TREML4  0 0
285855 RPL7L1  1.629091327 1.266030907
285877 POM121L12  0 0
285888 CNPY1  0 0
2859 GPR35  3.703247241 5.109650597
285966 TCAF2  0 0.074341092
285971 ZNF775  1.304462734 1.531948785
285973 ATG9B  0.614168056 0
285989 ZNF789  1.734245349 1.98115412
286 ANK1  0 0.326328672
286006 LSMEM1  0 0
286046 XKR6  0.820738686 2.120048916
